accuracy_on_parsed,accuracy_strict,batch_size,budget,demo_count,eval_examples,eval_row_ids_hash,eval_split,grad_accum,inference_runtime_sec,job_id,label_names,lora_config,loss_first,loss_last,macro_f1_on_parsed,method,model_id,model_load_sec,parser_failures,parser_success,runtime_sec,seed,status,task,train_demo_row_ids,train_examples,train_row_ids,train_runtime_sec
0.54296875,0.54296875,,2,2,256,6027f8c6212fab89370a3e77705d9eee734c83fa9eaa662c71054990ebdad502,validation,,,icl__qwen3-0_6b__mrpc__n2__seed21,"['not_equivalent', 'equivalent']",,,,0.4274244422779148,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.410084557999653,21,PASS,mrpc,"['train:1138', 'train:1139']",,,
0.6171875,0.6171875,,2,2,256,cc415c8e50765e5d0b0d28d5170e4c222739281cd05889e819a03d66934a1079,validation,,,icl__qwen3-0_6b__mrpc__n2__seed42,"['not_equivalent', 'equivalent']",,,,0.5658914728682171,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.36082305799937,42,PASS,mrpc,"['train:400', 'train:757']",,,
0.6640625,0.6640625,,32,32,256,49ddc54b010419fcfa7246e788fb7b125a654772fdafcf3ffe1c6eefb5cb9f2d,validation,,,icl__qwen3-0_6b__mrpc__n32__seed13,"['not_equivalent', 'equivalent']",,,,0.6538364779874214,ICL,Qwen/Qwen3-0.6B,,0,1.0,19.713264631001948,13,PASS,mrpc,"['train:3881', 'train:1011', 'train:2586', 'train:197', 'train:1154', 'train:2955', 'train:1593', 'train:3625', 'train:3601', 'train:1546', 'train:2005', 'train:1780', 'train:909', 'train:1282', 'train:3467', 'train:1475', 'train:531', 'train:108', 'train:1456', 'train:906', 'train:2033', 'train:458', 'train:899', 'train:861', 'train:2246', 'train:881', 'train:2511', 'train:942', 'train:1835', 'train:1958', 'train:1277', 'train:1289']",,,
0.65234375,0.65234375,,32,32,256,6027f8c6212fab89370a3e77705d9eee734c83fa9eaa662c71054990ebdad502,validation,,,icl__qwen3-0_6b__mrpc__n32__seed21,"['not_equivalent', 'equivalent']",,,,0.6464691917389482,ICL,Qwen/Qwen3-0.6B,,0,1.0,24.234752670003218,21,PASS,mrpc,"['train:3426', 'train:1138', 'train:3686', 'train:3571', 'train:3951', 'train:2293', 'train:1139', 'train:2971', 'train:3475', 'train:2562', 'train:666', 'train:382', 'train:3223', 'train:537', 'train:4073', 'train:1632', 'train:1938', 'train:3249', 'train:2755', 'train:2600', 'train:105', 'train:755', 'train:2948', 'train:3240', 'train:1899', 'train:1486', 'train:28', 'train:2884', 'train:1265', 'train:1798', 'train:3077', 'train:1264']",,,
0.66796875,0.66796875,,32,32,256,cc415c8e50765e5d0b0d28d5170e4c222739281cd05889e819a03d66934a1079,validation,,,icl__qwen3-0_6b__mrpc__n32__seed42,"['not_equivalent', 'equivalent']",,,,0.6636525233789319,ICL,Qwen/Qwen3-0.6B,,0,1.0,21.426898742996855,42,PASS,mrpc,"['train:3863', 'train:1696', 'train:624', 'train:1091', 'train:3991', 'train:169', 'train:684', 'train:3693', 'train:2232', 'train:1369', 'train:3255', 'train:205', 'train:2714', 'train:400', 'train:1604', 'train:2904', 'train:951', 'train:2157', 'train:757', 'train:717', 'train:197', 'train:1888', 'train:1928', 'train:2766', 'train:1530', 'train:3269', 'train:3277', 'train:1503', 'train:577', 'train:4072', 'train:20', 'train:949']",,,
0.5546875,0.5546875,,4,4,256,49ddc54b010419fcfa7246e788fb7b125a654772fdafcf3ffe1c6eefb5cb9f2d,validation,,,icl__qwen3-0_6b__mrpc__n4__seed13,"['not_equivalent', 'equivalent']",,,,0.488645920941968,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.437303266000526,13,PASS,mrpc,"['train:2005', 'train:2511', 'train:1780', 'train:3467']",,,
0.58203125,0.58203125,,4,4,256,6027f8c6212fab89370a3e77705d9eee734c83fa9eaa662c71054990ebdad502,validation,,,icl__qwen3-0_6b__mrpc__n4__seed21,"['not_equivalent', 'equivalent']",,,,0.5152802109323849,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.499510225999984,21,PASS,mrpc,"['train:2884', 'train:1138', 'train:1139', 'train:3686']",,,
0.62890625,0.62890625,,4,4,256,cc415c8e50765e5d0b0d28d5170e4c222739281cd05889e819a03d66934a1079,validation,,,icl__qwen3-0_6b__mrpc__n4__seed42,"['not_equivalent', 'equivalent']",,,,0.5940645290514263,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.48577633899913,42,PASS,mrpc,"['train:757', 'train:169', 'train:717', 'train:400']",,,
0.57421875,0.57421875,,8,8,256,49ddc54b010419fcfa7246e788fb7b125a654772fdafcf3ffe1c6eefb5cb9f2d,validation,,,icl__qwen3-0_6b__mrpc__n8__seed13,"['not_equivalent', 'equivalent']",,,,0.5294038283160469,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.439565495998977,13,PASS,mrpc,"['train:531', 'train:1456', 'train:1593', 'train:1780', 'train:2005', 'train:1277', 'train:3467', 'train:2511']",,,
0.66796875,0.66796875,,8,8,256,6027f8c6212fab89370a3e77705d9eee734c83fa9eaa662c71054990ebdad502,validation,,,icl__qwen3-0_6b__mrpc__n8__seed21,"['not_equivalent', 'equivalent']",,,,0.6677203109014003,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.422714370000904,21,PASS,mrpc,"['train:3686', 'train:1899', 'train:1139', 'train:1138', 'train:1938', 'train:4073', 'train:2884', 'train:755']",,,
0.6640625,0.6640625,,8,8,256,cc415c8e50765e5d0b0d28d5170e4c222739281cd05889e819a03d66934a1079,validation,,,icl__qwen3-0_6b__mrpc__n8__seed42,"['not_equivalent', 'equivalent']",,,,0.6496052966641201,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.35682240100141,42,PASS,mrpc,"['train:1696', 'train:400', 'train:757', 'train:2766', 'train:1888', 'train:2232', 'train:717', 'train:169']",,,
0.5859375,0.5859375,,0,0,256,e65bc441b2734919d13c022763e704c136f5200f43af20711496506184d9802d,validation,,,icl__qwen3-0_6b__rte__n0__seed13,"['entailment', 'not_entailment']",,,,0.5181818181818182,ICL,Qwen/Qwen3-0.6B,,0,1.0,28.678547330000583,13,PASS,rte,[],,,
0.5859375,0.5859375,,0,0,256,8618dfbb3fe9ae198b5653a2e450b7c45a6c64ce5435625fb9a174a4c4c579fa,validation,,,icl__qwen3-0_6b__rte__n0__seed21,"['entailment', 'not_entailment']",,,,0.5181818181818182,ICL,Qwen/Qwen3-0.6B,,0,1.0,29.113589789998514,21,PASS,rte,[],,,
0.58203125,0.58203125,,0,0,256,b8474a48747f2d000aaff32b6a466ce627ddac05dede646e66c2aca50ec56dcd,validation,,,icl__qwen3-0_6b__rte__n0__seed42,"['entailment', 'not_entailment']",,,,0.5119639389242254,ICL,Qwen/Qwen3-0.6B,,0,1.0,28.593855662998976,42,PASS,rte,[],,,
0.6796875,0.6796875,,16,16,256,e65bc441b2734919d13c022763e704c136f5200f43af20711496506184d9802d,validation,,,icl__qwen3-0_6b__rte__n16__seed13,"['entailment', 'not_entailment']",,,,0.664771638454168,ICL,Qwen/Qwen3-0.6B,,0,1.0,26.37526868599889,13,PASS,rte,"['train:1712', 'train:924', 'train:1338', 'train:1169', 'train:590', 'train:233', 'train:219', 'train:2392', 'train:521', 'train:759', 'train:906', 'train:947', 'train:752', 'train:466', 'train:660', 'train:1046']",,,
0.71484375,0.71484375,,16,16,256,8618dfbb3fe9ae198b5653a2e450b7c45a6c64ce5435625fb9a174a4c4c579fa,validation,,,icl__qwen3-0_6b__rte__n16__seed21,"['entailment', 'not_entailment']",,,,0.7057517595377178,ICL,Qwen/Qwen3-0.6B,,0,1.0,25.193823104997136,21,PASS,rte,"['train:1132', 'train:2098', 'train:2487', 'train:846', 'train:1947', 'train:1529', 'train:2104', 'train:2165', 'train:1698', 'train:1961', 'train:663', 'train:1663', 'train:2228', 'train:2236', 'train:330', 'train:863']",,,
0.7578125,0.7578125,,16,16,256,b8474a48747f2d000aaff32b6a466ce627ddac05dede646e66c2aca50ec56dcd,validation,,,icl__qwen3-0_6b__rte__n16__seed42,"['entailment', 'not_entailment']",,,,0.7572791778810863,ICL,Qwen/Qwen3-0.6B,,0,1.0,26.953320061998966,42,PASS,rte,"['train:103', 'train:1111', 'train:918', 'train:801', 'train:2480', 'train:443', 'train:2245', 'train:407', 'train:556', 'train:1453', 'train:169', 'train:410', 'train:1043', 'train:575', 'train:981', 'train:895']",,,
0.73046875,0.73046875,,1,1,256,e65bc441b2734919d13c022763e704c136f5200f43af20711496506184d9802d,validation,,,icl__qwen3-0_6b__rte__n1__seed13,"['entailment', 'not_entailment']",,,,0.7240646723424198,ICL,Qwen/Qwen3-0.6B,,0,1.0,27.816048128002876,13,PASS,rte,['train:1046'],,,
0.6796875,0.6796875,,1,1,256,8618dfbb3fe9ae198b5653a2e450b7c45a6c64ce5435625fb9a174a4c4c579fa,validation,,,icl__qwen3-0_6b__rte__n1__seed21,"['entailment', 'not_entailment']",,,,0.6708273223358213,ICL,Qwen/Qwen3-0.6B,,0,1.0,28.59028149599908,21,PASS,rte,['train:2228'],,,
0.73046875,0.73046875,,1,1,256,b8474a48747f2d000aaff32b6a466ce627ddac05dede646e66c2aca50ec56dcd,validation,,,icl__qwen3-0_6b__rte__n1__seed42,"['entailment', 'not_entailment']",,,,0.7297719032539354,ICL,Qwen/Qwen3-0.6B,,0,1.0,26.809915887999523,42,PASS,rte,['train:2480'],,,
0.7578125,0.7578125,,2,2,256,e65bc441b2734919d13c022763e704c136f5200f43af20711496506184d9802d,validation,,,icl__qwen3-0_6b__rte__n2__seed13,"['entailment', 'not_entailment']",,,,0.7577533577533577,ICL,Qwen/Qwen3-0.6B,,0,1.0,26.25165686600303,13,PASS,rte,"['train:219', 'train:1046']",,,
0.765625,0.765625,,2,2,256,8618dfbb3fe9ae198b5653a2e450b7c45a6c64ce5435625fb9a174a4c4c579fa,validation,,,icl__qwen3-0_6b__rte__n2__seed21,"['entailment', 'not_entailment']",,,,0.765625,ICL,Qwen/Qwen3-0.6B,,0,1.0,28.704826230001345,21,PASS,rte,"['train:2228', 'train:663']",,,
0.66015625,0.66015625,,2,2,256,b8474a48747f2d000aaff32b6a466ce627ddac05dede646e66c2aca50ec56dcd,validation,,,icl__qwen3-0_6b__rte__n2__seed42,"['entailment', 'not_entailment']",,,,0.6243865418669365,ICL,Qwen/Qwen3-0.6B,,0,1.0,26.48823611700209,42,PASS,rte,"['train:2480', 'train:443']",,,
0.6484375,0.6484375,,32,32,256,e65bc441b2734919d13c022763e704c136f5200f43af20711496506184d9802d,validation,,,icl__qwen3-0_6b__rte__n32__seed13,"['entailment', 'not_entailment']",,,,0.623406341941811,ICL,Qwen/Qwen3-0.6B,,0,1.0,29.05997599299735,13,PASS,rte,"['train:1948', 'train:730', 'train:752', 'train:2361', 'train:117', 'train:1046', 'train:524', 'train:477', 'train:57', 'train:759', 'train:1712', 'train:2392', 'train:1758', 'train:660', 'train:2178', 'train:1772', 'train:275', 'train:906', 'train:590', 'train:1708', 'train:466', 'train:1169', 'train:947', 'train:924', 'train:521', 'train:509', 'train:856', 'train:233', 'train:1338', 'train:2480', 'train:1183', 'train:219']",,,
0.625,0.625,,32,32,256,8618dfbb3fe9ae198b5653a2e450b7c45a6c64ce5435625fb9a174a4c4c579fa,validation,,,icl__qwen3-0_6b__rte__n32__seed21,"['entailment', 'not_entailment']",,,,0.574750830564784,ICL,Qwen/Qwen3-0.6B,,0,1.0,26.17647871200097,21,PASS,rte,"['train:2074', 'train:863', 'train:1663', 'train:1961', 'train:2228', 'train:2098', 'train:2236', 'train:2165', 'train:1639', 'train:2111', 'train:2487', 'train:1511', 'train:330', 'train:2025', 'train:449', 'train:1642', 'train:1132', 'train:2403', 'train:55', 'train:2104', 'train:1947', 'train:16', 'train:1529', 'train:2167', 'train:2014', 'train:1698', 'train:741', 'train:663', 'train:365', 'train:613', 'train:846', 'train:946']",,,
0.6328125,0.6328125,,32,32,256,b8474a48747f2d000aaff32b6a466ce627ddac05dede646e66c2aca50ec56dcd,validation,,,icl__qwen3-0_6b__rte__n32__seed42,"['entailment', 'not_entailment']",,,,0.5885088919288646,ICL,Qwen/Qwen3-0.6B,,0,1.0,25.785311703002662,42,PASS,rte,"['train:410', 'train:443', 'train:380', 'train:1501', 'train:407', 'train:2429', 'train:981', 'train:1710', 'train:1453', 'train:875', 'train:895', 'train:117', 'train:553', 'train:556', 'train:2480', 'train:934', 'train:2369', 'train:125', 'train:1111', 'train:575', 'train:103', 'train:801', 'train:1043', 'train:1229', 'train:373', 'train:918', 'train:2245', 'train:1281', 'train:341', 'train:143', 'train:169', 'train:1821']",,,
0.765625,0.765625,,4,4,256,e65bc441b2734919d13c022763e704c136f5200f43af20711496506184d9802d,validation,,,icl__qwen3-0_6b__rte__n4__seed13,"['entailment', 'not_entailment']",,,,0.7627872498146775,ICL,Qwen/Qwen3-0.6B,,0,1.0,27.86285229400164,13,PASS,rte,"['train:2392', 'train:219', 'train:1169', 'train:1046']",,,
0.51171875,0.51171875,,4,4,256,8618dfbb3fe9ae198b5653a2e450b7c45a6c64ce5435625fb9a174a4c4c579fa,validation,,,icl__qwen3-0_6b__rte__n4__seed21,"['entailment', 'not_entailment']",,,,0.36516753625488524,ICL,Qwen/Qwen3-0.6B,,0,1.0,28.92066546699789,21,PASS,rte,"['train:663', 'train:1698', 'train:2228', 'train:330']",,,
0.60546875,0.60546875,,4,4,256,b8474a48747f2d000aaff32b6a466ce627ddac05dede646e66c2aca50ec56dcd,validation,,,icl__qwen3-0_6b__rte__n4__seed42,"['entailment', 'not_entailment']",,,,0.5565845209308706,ICL,Qwen/Qwen3-0.6B,,0,1.0,25.210511000001134,42,PASS,rte,"['train:2480', 'train:103', 'train:443', 'train:1453']",,,
0.69140625,0.69140625,,8,8,256,e65bc441b2734919d13c022763e704c136f5200f43af20711496506184d9802d,validation,,,icl__qwen3-0_6b__rte__n8__seed13,"['entailment', 'not_entailment']",,,,0.681566972650407,ICL,Qwen/Qwen3-0.6B,,0,1.0,27.08423879900147,13,PASS,rte,"['train:752', 'train:947', 'train:219', 'train:924', 'train:2392', 'train:1169', 'train:1712', 'train:1046']",,,
0.77734375,0.77734375,,8,8,256,8618dfbb3fe9ae198b5653a2e450b7c45a6c64ce5435625fb9a174a4c4c579fa,validation,,,icl__qwen3-0_6b__rte__n8__seed21,"['entailment', 'not_entailment']",,,,0.7773131686175164,ICL,Qwen/Qwen3-0.6B,,0,1.0,25.59470711299946,21,PASS,rte,"['train:1529', 'train:1698', 'train:330', 'train:1132', 'train:846', 'train:2228', 'train:663', 'train:2487']",,,
0.640625,0.640625,,8,8,256,b8474a48747f2d000aaff32b6a466ce627ddac05dede646e66c2aca50ec56dcd,validation,,,icl__qwen3-0_6b__rte__n8__seed42,"['entailment', 'not_entailment']",,,,0.6133438402941949,ICL,Qwen/Qwen3-0.6B,,0,1.0,24.99380256099903,42,PASS,rte,"['train:1453', 'train:443', 'train:2480', 'train:801', 'train:981', 'train:1111', 'train:103', 'train:918']",,,
0.66015625,0.66015625,,0,0,256,b26432aae4170836003734cf7182cc07d1a130c9ebd0ee6769f051448e297511,validation,,,icl__qwen3-0_6b__sst2__n0__seed13,"['negative', 'positive']",,,,0.6202363292240012,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.8416519780003,13,PASS,sst2,[],,,
0.65234375,0.65234375,,0,0,256,7087b07541f51824a4b3f915ec17cfd98e6e1213429df9ddb8c68f9e4b9b08d6,validation,,,icl__qwen3-0_6b__sst2__n0__seed21,"['negative', 'positive']",,,,0.6069487812030983,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.514517253999657,21,PASS,sst2,[],,,
0.65625,0.65625,,0,0,256,45ee4d38638a4caa63fcd01d2b811b431001fec060e9c28ea4095e4038e33fcc,validation,,,icl__qwen3-0_6b__sst2__n0__seed42,"['negative', 'positive']",,,,0.6101882613510521,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.32750164400204,42,PASS,sst2,[],,,
0.82421875,0.82421875,,16,16,256,b26432aae4170836003734cf7182cc07d1a130c9ebd0ee6769f051448e297511,validation,,,icl__qwen3-0_6b__sst2__n16__seed13,"['negative', 'positive']",,,,0.8234401581681916,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.660285461002786,13,PASS,sst2,"['train:50726', 'train:62930', 'train:19020', 'train:55868', 'train:21422', 'train:13666', 'train:34830', 'train:9849', 'train:50839', 'train:16752', 'train:22368', 'train:2124', 'train:36099', 'train:59425', 'train:65931', 'train:17620']",,,
0.8515625,0.8515625,,16,16,256,7087b07541f51824a4b3f915ec17cfd98e6e1213429df9ddb8c68f9e4b9b08d6,validation,,,icl__qwen3-0_6b__sst2__n16__seed21,"['negative', 'positive']",,,,0.8511172329354147,ICL,Qwen/Qwen3-0.6B,,0,1.0,25.15156404899608,21,PASS,sst2,"['train:62472', 'train:30902', 'train:50854', 'train:46108', 'train:35493', 'train:55834', 'train:20125', 'train:7553', 'train:11680', 'train:12111', 'train:20699', 'train:51186', 'train:47134', 'train:30909', 'train:4647', 'train:35734']",,,
0.84765625,0.84765625,,16,16,256,45ee4d38638a4caa63fcd01d2b811b431001fec060e9c28ea4095e4038e33fcc,validation,,,icl__qwen3-0_6b__sst2__n16__seed42,"['negative', 'positive']",,,,0.8472623801000505,ICL,Qwen/Qwen3-0.6B,,0,1.0,24.01753328400082,42,PASS,sst2,"['train:8188', 'train:16392', 'train:55476', 'train:1360', 'train:20225', 'train:1833', 'train:28977', 'train:347', 'train:17930', 'train:47448', 'train:36582', 'train:10198', 'train:1501', 'train:33557', 'train:55051', 'train:6011']",,,
0.66015625,0.66015625,,1,1,256,b26432aae4170836003734cf7182cc07d1a130c9ebd0ee6769f051448e297511,validation,,,icl__qwen3-0_6b__sst2__n1__seed13,"['negative', 'positive']",,,,0.6243865418669365,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.554766258996096,13,PASS,sst2,['train:16752'],,,
0.59765625,0.59765625,,1,1,256,7087b07541f51824a4b3f915ec17cfd98e6e1213429df9ddb8c68f9e4b9b08d6,validation,,,icl__qwen3-0_6b__sst2__n1__seed21,"['negative', 'positive']",,,,0.5199446538132431,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.634600903002138,21,PASS,sst2,['train:11680'],,,
0.671875,0.671875,,1,1,256,45ee4d38638a4caa63fcd01d2b811b431001fec060e9c28ea4095e4038e33fcc,validation,,,icl__qwen3-0_6b__sst2__n1__seed42,"['negative', 'positive']",,,,0.6363636363636364,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.489389993002987,42,PASS,sst2,['train:55476'],,,
0.70703125,0.70703125,,2,2,256,b26432aae4170836003734cf7182cc07d1a130c9ebd0ee6769f051448e297511,validation,,,icl__qwen3-0_6b__sst2__n2__seed13,"['negative', 'positive']",,,,0.6868424915594264,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.46550879300048,13,PASS,sst2,"['train:19020', 'train:16752']",,,
0.671875,0.671875,,2,2,256,7087b07541f51824a4b3f915ec17cfd98e6e1213429df9ddb8c68f9e4b9b08d6,validation,,,icl__qwen3-0_6b__sst2__n2__seed21,"['negative', 'positive']",,,,0.6363636363636364,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.59469886500301,21,PASS,sst2,"['train:11680', 'train:12111']",,,
0.734375,0.734375,,2,2,256,45ee4d38638a4caa63fcd01d2b811b431001fec060e9c28ea4095e4038e33fcc,validation,,,icl__qwen3-0_6b__sst2__n2__seed42,"['negative', 'positive']",,,,0.721025641025641,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.547395483998116,42,PASS,sst2,"['train:47448', 'train:55476']",,,
0.87109375,0.87109375,,32,32,256,b26432aae4170836003734cf7182cc07d1a130c9ebd0ee6769f051448e297511,validation,,,icl__qwen3-0_6b__sst2__n32__seed13,"['negative', 'positive']",,,,0.8703797468354431,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.798727344998042,13,PASS,sst2,"['train:50726', 'train:62930', 'train:19020', 'train:2211', 'train:13666', 'train:9849', 'train:50839', 'train:43354', 'train:59425', 'train:54475', 'train:2124', 'train:64374', 'train:10725', 'train:17620', 'train:48766', 'train:16915', 'train:65053', 'train:22368', 'train:21422', 'train:18075', 'train:55868', 'train:13767', 'train:47582', 'train:34830', 'train:36099', 'train:16752', 'train:48412', 'train:53705', 'train:49420', 'train:40633', 'train:16546', 'train:65931']",,,
0.83203125,0.83203125,,32,32,256,7087b07541f51824a4b3f915ec17cfd98e6e1213429df9ddb8c68f9e4b9b08d6,validation,,,icl__qwen3-0_6b__sst2__n32__seed21,"['negative', 'positive']",,,,0.8320081798342668,ICL,Qwen/Qwen3-0.6B,,0,1.0,24.306014898000285,21,PASS,sst2,"['train:58757', 'train:37459', 'train:62722', 'train:38012', 'train:53350', 'train:15876', 'train:30909', 'train:13502', 'train:35493', 'train:25888', 'train:20125', 'train:51186', 'train:55834', 'train:4647', 'train:59832', 'train:7553', 'train:39155', 'train:11680', 'train:9727', 'train:53601', 'train:8590', 'train:46108', 'train:47134', 'train:33542', 'train:12111', 'train:30902', 'train:35734', 'train:20699', 'train:7047', 'train:62472', 'train:50854', 'train:35140']",,,
0.83984375,0.83984375,,32,32,256,45ee4d38638a4caa63fcd01d2b811b431001fec060e9c28ea4095e4038e33fcc,validation,,,icl__qwen3-0_6b__sst2__n32__seed42,"['negative', 'positive']",,,,0.838301674600607,ICL,Qwen/Qwen3-0.6B,,0,1.0,24.002231498001493,42,PASS,sst2,"['train:6011', 'train:17930', 'train:7495', 'train:50218', 'train:36609', 'train:37445', 'train:47448', 'train:64162', 'train:1501', 'train:33557', 'train:2189', 'train:55476', 'train:54979', 'train:28977', 'train:6349', 'train:54660', 'train:8188', 'train:29297', 'train:63386', 'train:55051', 'train:13837', 'train:40480', 'train:1833', 'train:20225', 'train:32499', 'train:347', 'train:10198', 'train:43846', 'train:66104', 'train:16392', 'train:36582', 'train:1360']",,,
0.70703125,0.70703125,,4,4,256,b26432aae4170836003734cf7182cc07d1a130c9ebd0ee6769f051448e297511,validation,,,icl__qwen3-0_6b__sst2__n4__seed13,"['negative', 'positive']",,,,0.6905970510031423,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.490326024999376,13,PASS,sst2,"['train:21422', 'train:16752', 'train:9849', 'train:19020']",,,
0.78515625,0.78515625,,4,4,256,7087b07541f51824a4b3f915ec17cfd98e6e1213429df9ddb8c68f9e4b9b08d6,validation,,,icl__qwen3-0_6b__sst2__n4__seed21,"['negative', 'positive']",,,,0.7789187746321855,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.648215822002385,21,PASS,sst2,"['train:11680', 'train:30902', 'train:12111', 'train:20125']",,,
0.76953125,0.76953125,,4,4,256,45ee4d38638a4caa63fcd01d2b811b431001fec060e9c28ea4095e4038e33fcc,validation,,,icl__qwen3-0_6b__sst2__n4__seed42,"['negative', 'positive']",,,,0.7614919386675509,ICL,Qwen/Qwen3-0.6B,,0,1.0,23.728474298994115,42,PASS,sst2,"['train:55476', 'train:347', 'train:8188', 'train:47448']",,,
